SK_ID_CURR,DAYS_BIRTH,DAYS_EMPLOYED,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_UPDATE_MEAN,CODE_GENDER,NAME_INCOME_TYPE_cat_Working,BURO_CREDIT_ACTIVE_cat_Active_MEAN,BURO_CREDIT_ACTIVE_cat_Closed_MEAN,PREV_NAME_CONTRACT_STATUS_cat_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_cat_Refused_MEAN,PREV_CODE_REJECT_REASON_cat_HC_MEAN,PREV_CODE_REJECT_REASON_cat_SCOFR_MEAN,PREV_CODE_REJECT_REASON_cat_XAP_MEAN,PREV_NAME_PRODUCT_TYPE_cat_walk-in_MEAN
443756,-10187.0,-2721.0,0.5761116985528713,0.5352762504724826,-294.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
141705,-16562.0,-1005.0,0.6583396345446277,0.2636468134452008,-2587.0,-2485.0,-63.0,-1066.4444444444443,-2181.0,-591.4444444444445,1,1,0.4444444444444444,0.5555555555555556,1.0,0.0,0.0,0.0,1.0,0.0
383045,-16204.0,-567.0,0.7669595854047836,0.5352762504724826,-1828.0,-1498.0,-523.0,-1173.0,-1102.0,-761.6666666666666,0,1,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0
224050,-14282.0,-1373.0,0.1462947132435239,0.3944954053123993,-866.0,-2155.0,-960.0,-1557.5,-1854.0,-1013.5,1,1,0.0,1.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.7142857142857143,0.0
387217,-12795.0,-2286.0,0.6482907571233852,0.6528965519806539,-1077.0,-1077.0,-366.0,-558.0,-984.0,-318.5,1,0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
341788,-19400.0,-3034.0,0.4846174283660946,0.5352762504724826,-335.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0,0.375,0.625,0.8333333333333334,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0
171713,-20415.0,-270.0,0.779904988200108,0.6642482627052363,-2561.0,-2859.0,-63.0,-1590.25,-2480.0,-911.875,1,1,0.25,0.75,1.0,0.0,0.0,0.0,1.0,0.0
362401,-19830.0,-3915.0,0.226648660130992,0.4740512892789932,0.0,-590.0,-150.0,-370.0,-498.0,-251.0,1,1,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
306474,-16186.0,-1873.0,0.6909629918294362,0.5673792367572691,-882.0,-2855.0,-89.0,-1038.5833333333333,-2551.0,-532.25,1,1,0.4166666666666667,0.5833333333333334,1.0,0.0,0.0,0.0,1.0,0.0
100220,-14823.0,-185.0,0.6263387445759298,0.6075573001388961,-1898.0,-2413.0,-350.0,-1645.142857142857,-2108.0,-996.2857142857143,1,0,0.14285714285714285,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.8333333333333334,0.0
113714,-17338.0,-3936.0,0.5873858390946372,0.6577838002083306,-1983.0,-2497.0,-305.0,-895.5,-2187.0,-544.8333333333334,1,1,0.3333333333333333,0.6666666666666666,0.75,0.25,0.25,0.0,0.75,0.0
197390,-9967.0,-201.0,0.6700202528386803,0.3893387918468769,-1761.0,-1758.0,-269.0,-1758.0,-1607.0,-28.0,1,1,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0
153040,-10831.0,-425.0,0.6362737146442704,0.5352762504724826,-1710.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,1,0.375,0.625,0.8,0.2,0.0,0.0,0.8,0.2
250728,-17571.0,-1594.0,0.5986163497886898,0.5352762504724826,-206.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,1,0.375,0.625,0.4,0.0,0.0,0.0,1.0,0.0
142260,-23729.0,-482.0,0.6055631067508003,0.5352762504724826,-2296.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,1,0.375,0.625,0.8,0.0,0.0,0.0,1.0,0.2
131531,-16352.0,-722.0,0.6798311325946742,0.7091891096653581,-515.0,-2071.0,-203.0,-990.0,-1796.0,-417.5,0,1,0.16666666666666666,0.8333333333333334,0.8,0.0,0.0,0.0,1.0,0.0
193034,-9957.0,-859.0,0.5306327549693227,0.5352762504724826,-2141.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
309069,-21781.0,-1544.0,0.1621921059592286,0.7047064232963289,0.0,-2251.0,-1221.0,-1736.0,-1917.0,-1459.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
188641,-11998.0,-2255.0,0.6045911732206409,0.6212263380626669,-786.0,-886.0,-253.0,-569.5,452.0,-80.0,1,1,1.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0
334781,-11795.0,-373.0,0.4443777778690432,0.4776491548517548,-1683.0,-2802.0,-265.0,-1880.0,-2071.0,-831.6666666666666,0,1,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0
154600,-19043.0,-5346.0,0.6850817616641524,0.2301588968634147,-981.0,-2718.0,-128.0,-1026.7777777777778,-2190.0,-619.0555555555555,1,1,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0
420031,-15068.0,-317.0,0.5577791773930351,0.5352762504724826,-1530.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
291292,-20938.0,-1544.0,0.4583479541749202,0.622922000268356,0.0,-2822.0,-526.0,-1367.1818181818182,-2047.0,-603.3636363636364,1,0,0.09090909090909091,0.9090909090909091,1.0,0.0,0.0,0.0,1.0,0.0
243610,-15083.0,-1544.0,0.3899471425950979,0.5352762504724826,-2330.0,-1508.0,-269.0,-1508.0,-1020.0,-720.0,0,1,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0
129538,-22876.0,-1544.0,0.4052024831363855,0.4276573700350293,-1803.0,-1803.0,-44.0,-1092.5384615384614,-1619.0,-579.5384615384615,1,0,0.3076923076923077,0.6923076923076923,0.4,0.26666666666666666,0.13333333333333333,0.0,0.7333333333333333,0.06666666666666667
156848,-11542.0,-116.0,0.1109250207435075,0.2678689358444539,-215.0,-2145.0,-484.0,-1261.4285714285713,-1962.0,-723.1428571428571,0,0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.0,0.7142857142857143,0.0
158140,-13908.0,-1544.0,0.7631113671931713,0.5797274227921155,-3211.0,-1611.0,-841.0,-1254.3333333333333,-1429.0,-778.5,0,0,0.3333333333333333,0.6666666666666666,0.6,0.2,0.0,0.0,0.8,0.2
349004,-16039.0,-268.0,0.6909583223565012,0.5352762504724826,-1131.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,1,0.375,0.625,0.7142857142857143,0.0,0.0,0.0,0.8571428571428571,0.0
253187,-11295.0,-723.0,0.3401455166828612,0.7421816117614419,-608.0,-1104.0,-1104.0,-1104.0,-330.0,-475.0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
311422,-22191.0,-1544.0,0.7105787650315146,0.6496203111237195,-1680.0,-2525.0,-72.0,-1049.3333333333333,-1233.0,-308.1666666666667,1,0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0
370125,-15479.0,-4250.0,0.3944927259075473,0.5082869913916046,-298.0,-2843.0,-135.0,-1187.5882352941176,-2631.0,-818.5294117647059,0,1,0.47058823529411764,0.5294117647058824,0.3125,0.375,0.1875,0.0,0.625,0.0
428111,-19206.0,-1387.0,0.5621221192829816,0.5352762504724826,0.0,-2596.0,-269.0,-1042.0,-2228.0,-473.08333333333337,0,1,0.0,1.0,0.5,0.5,0.0,0.0,0.5,1.0
436962,-15156.0,-1309.0,0.6472130230143975,0.7324033228040929,-217.0,-2581.0,-260.0,-1420.5,-768.0,-422.5,0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
274102,-17132.0,-1544.0,0.6386539909811715,0.5352762504724826,-1244.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,0,0.375,0.625,0.2,0.8,0.8,0.0,0.2,0.0
115672,-16401.0,-1544.0,0.652155068350052,0.6512602186973006,-441.0,-2643.0,-288.0,-1514.25,-2277.0,-1102.25,1,0,0.5,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.0
229180,-16922.0,-3922.0,0.6924785010179455,0.470456116119975,-1694.0,-2349.0,-825.0,-1587.0,-2045.0,-1026.5,1,1,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0
113818,-22976.0,-1544.0,0.2781362708871374,0.1261005588362325,0.0,-973.0,-109.0,-428.8888888888889,-698.0,-105.22222222222223,1,0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
430753,-16367.0,-2779.0,0.5196397962800003,0.3185955240537633,-2347.0,-2193.0,-229.0,-907.8181818181819,-1365.0,-348.45454545454544,0,1,0.36363636363636365,0.6363636363636364,0.15384615384615385,0.6923076923076923,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.07692307692307693
182582,-10069.0,-1322.0,0.7573035697593522,0.1393757800997895,-868.0,-373.0,-368.0,-370.5,747.0,-43.5,0,0,1.0,0.0,0.5,0.25,0.25,0.0,0.75,0.25
442782,-15606.0,-563.0,0.4866385057322799,0.2735646775174348,-693.0,-2572.0,-278.0,-1112.0,-1985.0,-555.8333333333334,0,1,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.6666666666666666,0.0
231540,-16682.0,-2805.0,0.5563601161234271,0.6658549219640212,-131.0,-2314.0,-299.0,-1424.142857142857,-1909.0,-776.5714285714286,1,0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.0,0.0,0.0,1.0,0.0
410344,-19138.0,-1544.0,0.3835989200915303,0.5620604831738043,-383.0,-399.0,-399.0,-399.0,-215.0,-101.5,0,0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.5
367238,-16099.0,-1544.0,0.5192740689484122,0.4956658291397297,-2525.0,-2647.0,-67.0,-1187.8,-2475.0,-259.0,0,0,0.5,0.5,0.3,0.3,0.3,0.0,0.7,0.3
301372,-22826.0,-1544.0,0.6542158261635869,0.5352762504724826,-1723.0,-2774.0,-265.0,-1412.2,-1995.0,-777.5,1,0,0.4,0.6,0.4444444444444444,0.5,0.5,0.0,0.5,0.2222222222222222
184626,-19982.0,-1544.0,0.3877074015773502,0.3031463744186309,-2637.0,-1565.0,-97.0,-807.6,-330.0,-13.4,1,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
433952,-15288.0,-197.0,0.6316916283069463,0.4956658291397297,0.0,-1903.0,-542.0,-1125.0,-1691.0,-416.2857142857143,1,1,0.5714285714285714,0.42857142857142855,0.5,0.25,0.0,0.0,0.75,0.0
452299,-12228.0,-3116.0,0.6945561409742323,0.5352762504724826,-1985.0,-2584.0,-175.0,-1039.75,-757.0,-264.375,0,1,0.5,0.5,0.5714285714285714,0.35714285714285715,0.21428571428571427,0.0,0.5714285714285714,0.07142857142857142
281078,-23137.0,-1833.0,0.6269373399883886,0.1986200451074864,-1195.0,-1327.0,-39.0,-645.4285714285714,-515.0,-149.28571428571428,0,1,0.7142857142857143,0.2857142857142857,0.4,0.2,0.2,0.0,0.8,0.2
163598,-13257.0,-2689.0,0.5343127715846797,0.3589512285783967,-831.0,-1353.0,-101.0,-708.625,-1108.0,-339.375,0,1,0.5,0.5,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111
218348,-21208.0,-1544.0,0.5639029199733008,0.1986200451074864,-390.0,-601.0,-363.0,-493.3333333333333,-330.0,-59.666666666666664,1,0,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.0
344396,-20390.0,-1544.0,0.7326359051084308,0.5919766183185521,-1592.0,-2593.0,-272.0,-1609.0,-2288.0,-841.3333333333334,1,0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0
165961,-12146.0,-4423.0,0.5334257566788186,0.4776491548517548,-1254.0,-2754.0,-246.0,-1511.9333333333334,-2153.0,-941.5,1,1,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.8333333333333334,0.16666666666666666
376609,-11608.0,-986.0,0.6874499780039501,0.4489622731076524,-2898.0,-2158.0,-324.0,-1086.0,-1653.0,-392.625,1,1,0.5,0.5,0.7142857142857143,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0
251483,-24941.0,-1544.0,0.4422407211402677,0.4561097392782771,-1465.0,-2779.0,-269.0,-1042.0,-2219.0,-473.08333333333337,0,0,0.5,0.5,0.8,0.0,0.0,0.0,1.0,0.0
430772,-14271.0,-4058.0,0.7006681483774961,0.5316861425197883,-369.0,-1215.0,-263.0,-931.1428571428571,-1030.0,-330.0,0,1,0.5714285714285714,0.42857142857142855,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.0,0.8461538461538461,0.15384615384615385
254822,-13217.0,-870.0,0.5314006208239265,0.4740512892789932,-479.0,-962.0,-255.0,-491.6666666666667,-596.0,-217.0,0,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
181302,-10744.0,-735.0,0.663675665094212,0.2188590822283744,-1.0,-1685.0,-295.0,-1049.6666666666667,-175.0,-319.3333333333333,0,1,0.3333333333333333,0.6666666666666666,0.5833333333333334,0.4166666666666667,0.25,0.0,0.5833333333333334,0.0
310541,-8476.0,-436.0,0.4868624910554895,0.5352762504724826,-1656.0,-322.0,-322.0,-322.0,-19.0,-17.0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
382409,-16311.0,-858.0,0.7327643885077355,0.6894791426446275,-409.0,-897.0,-432.0,-664.5,-530.0,-431.5,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
236281,-18610.0,-5301.0,0.5692030927676036,0.4188542886233217,0.0,-2218.0,-290.0,-1406.3333333333333,-1945.0,-1127.6666666666667,1,0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0
287294,-22219.0,-1544.0,0.3847526180575303,0.633031641417419,-1457.0,-1994.0,-1230.0,-1600.1666666666667,-1689.0,-826.1666666666666,1,0,0.16666666666666666,0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0
212074,-19966.0,-1588.0,0.7344694831347198,0.5726825047161584,-2916.0,-2102.0,-133.0,-1198.8947368421052,-1890.0,-844.8421052631579,1,1,0.3157894736842105,0.6842105263157895,0.4090909090909091,0.4090909090909091,0.36363636363636365,0.0,0.5909090909090909,0.045454545454545456
451670,-11169.0,-1895.0,0.6366380142288596,0.5352762504724826,-10.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0,0.375,0.625,0.5,0.0,0.0,0.0,1.0,1.0
129549,-15098.0,-1206.0,0.5893771626985295,0.5136937663039473,-1715.0,-2549.0,-510.0,-1529.5,-740.0,-841.5,0,0,0.5,0.5,0.3,0.7,0.5,0.0,0.3,0.2
427972,-20043.0,-1544.0,0.4319538442257451,0.5190973382084597,-247.0,-1993.0,-223.0,-1181.8,-1779.0,-133.4,0,0,0.8,0.2,0.3,0.1,0.1,0.0,0.9,0.0
297755,-24870.0,-1544.0,0.162144567666238,0.5849900404894085,0.0,-2478.0,-163.0,-1213.0,-2111.0,-706.2,1,0,0.4,0.6,1.0,0.0,0.0,0.0,1.0,0.0
237127,-17052.0,-237.0,0.2426991997229725,0.5352762504724826,0.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
199759,-18389.0,-1436.0,0.5195033332983352,0.5352762504724826,0.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
446690,-21923.0,-1544.0,0.1248384335788603,0.5352762504724826,-152.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0,0.375,0.625,0.8333333333333334,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0
418679,-16705.0,-5180.0,0.6882997791603791,0.5352762504724826,-2062.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,1,0,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
409126,-19385.0,-1150.0,0.6567787174204534,0.6626377922738201,-998.0,-2541.0,-190.0,-1406.5714285714287,-2449.0,-765.8571428571429,1,0,0.2857142857142857,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,1.0,0.0
178485,-10636.0,-915.0,0.219415191097014,0.7295666907060153,0.0,-2330.0,-374.0,-1598.1666666666667,-1165.0,-248.5,1,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
164274,-22582.0,-1544.0,0.6162546846630235,0.7981372313187245,-51.0,-1796.0,-847.0,-1321.5,-878.0,-308.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
128277,-11306.0,-2053.0,0.0078332092346802,0.3807996826489149,-911.0,-958.0,-99.0,-495.6666666666667,-836.0,-287.6666666666667,1,0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
102392,-16557.0,-2576.0,0.5617399246315241,0.6785676886853644,-1863.0,-572.0,-572.0,-572.0,-212.0,-202.0,0,1,0.0,1.0,0.75,0.25,0.25,0.0,0.75,0.0
247343,-10998.0,-106.0,0.6589197971528863,0.2276129150623945,-1855.0,-2513.0,-111.0,-1075.25,-743.0,-294.0,1,1,0.625,0.375,1.0,0.0,0.0,0.0,1.0,0.0
282983,-11440.0,-3178.0,0.4694418015283168,0.6263042766749393,-1448.0,-950.0,-420.0,-685.0,-599.0,-262.5,0,1,0.5,0.5,0.8333333333333334,0.0,0.0,0.0,1.0,0.0
293321,-8523.0,-1935.0,0.3178443819399267,0.5352762504724826,-552.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,1,0.375,0.625,1.0,0.0,0.0,0.0,1.0,0.0
180032,-13142.0,-917.0,0.1691493245278404,0.1419915427739129,-2327.0,-2602.0,-75.0,-786.6363636363636,-1506.0,-341.09090909090907,1,1,0.6363636363636364,0.36363636363636365,0.2,0.0,0.0,0.0,1.0,0.0
236235,-11776.0,-2043.0,0.3811768180922356,0.4543210601605785,-520.0,-986.0,-314.0,-618.8888888888889,-894.0,-283.22222222222223,1,0,0.3333333333333333,0.6666666666666666,0.375,0.375,0.375,0.0,0.625,0.25
316986,-14244.0,-951.0,0.5913866989491036,0.4083588531230431,-1196.0,-2520.0,-1309.0,-1725.3333333333333,-694.0,-619.0,0,0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0
262275,-9155.0,-1479.0,0.0981128346947381,0.2896112383820055,-296.0,-1239.0,-71.0,-386.875,-330.0,-226.25,0,0,0.625,0.375,1.0,0.0,0.0,0.0,1.0,1.0
204095,-10932.0,-642.0,0.3502282764063256,0.5352762504724826,-535.0,-1836.0,-269.0,-1042.0,-1286.0,-473.08333333333337,0,1,0.375,0.625,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
320821,-18179.0,-1008.0,0.2226266538886952,0.5954562029091491,-610.0,-1178.0,-1164.0,-1171.0,-1286.0,-1066.0,0,1,0.5,0.5,0.375,0.0,0.0,0.0,1.0,0.25
348561,-14707.0,-2207.0,0.1969882638038377,0.6006575372857061,-572.0,-944.0,-140.0,-561.3333333333334,-579.0,-239.33333333333334,1,1,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.0,0.0,1.0,0.1111111111111111
133568,-11616.0,-3029.0,0.5939839799905154,0.8050196619153701,0.0,-2187.0,-422.0,-1421.5,-2037.0,-550.5,1,0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.5
449588,-10112.0,-1382.0,0.0201343698867395,0.3996756156233169,0.0,-1261.0,-92.0,-634.8571428571429,-1078.0,-319.85714285714283,1,1,0.42857142857142855,0.5714285714285714,0.5,0.0,0.0,0.0,1.0,0.0
